0,1
"<start> At Westfield Mall, a Caucasian man tries to get the doors to open while another man walks in. <end>",5232
"<start> On a field outside, a man in red sprays the name ""Alex"" using white paint while a referee watches. <end>",5313
<start> 4 young men are wearing black bags <end>,1583
<start> A special effects montage of a toe being extended from a shoe to test the water temperature in a pool. <end>,2453
"<start> At an outside sporting event, a blue shirted, red-headed man jumps on the back of a horse with a brown haired person in front as the head of the horse. <end>",4982
"<start> A young woman is being dragged down a hill on a blanket, and appears to be enjoying the experience. <end>",4350
"<start> Seven young men lined up in front of a basketball hoop, each successfully and consequentially makes a basket. <end>",3158
"<start> Nighttime, red carpet crowds, blond woman comes up to another blond woman who is turned aside, gives her a kiss, and shows great surprise when that woman turns around. <end>",3468
"<start> On lawn, man tries to kick soccer ball, misses and falls down backward on top of the ball <end>",4087
"<start> An asian male performer, takes the hand of the interviewer, and kisses it. <end>",2405
"<start> Five black men sitting inside a bus which does not appear to be moving, move rhythmically, some singing. <end>",4500
"<start> A white man wearing a black teeshirt, plaid shirt and brown jacket and grey pants is running across a field toward the cameral with his hands in his pants pockets and when he gets to the camera he blows a kiss at it. <end>",5292
"<start> Woman, dressed in Arab garb, stealing a can of food in a market and putting it under her dress. <end>",2461
<start> Five Asian men stand on a stage and some of them stuff objects into the rear pants pockets of one of them <end>,4602
<start> old woman eats indoors <end>,1174
"<start> Barrack Obama, wearing a gray suit, sits before a microphone with several young Africans and flags behind him. <end>",5080
"<start> Man behind steering wheel of car, speaking to camera, mimics turning into a monster, then breaks up laughing, putting head down on steering wheel. <end>",3472
<start> a boy lifts his arms in the air <end>,1828
<start> A girl in gray runs to a couch and throws herself into the arms of someone in a red shirt sitting there <end>,5312
<start> Three young males in shorts carrying bouquets are dancing on the sidewalk during the day <end>,4692
<start> Several soccer players from two teams and a official standing over injured player on the soccer field at outdoor arena during the daytime. <end>,3933
"<start> Two you young guys, dressed dark colors, are standing in front of club counter, and embrace. <end>",4213
<start> Woman in bikini starts to slide down kids slide at pool and is stuck at bottom before she can get into pool. <end>,3831
<start> A black pug dog stands up on a door next to a brick wall and barks. <end>,5103
"<start> Inside a building, a wolf-like puppy in a pink plastic collar, lies sleeping in a metal cage, lying on a beige towel until awakened <end>",4817
"<start> Inside an apartment, with cartons piled two rows deep against the wall, a grey owl with white-masked face peeks at the back of four playing cards, each with a photo of an owl and pulls out a 6 of hearts <end>",5349
"<start> a man eats a bread and inserts the mobile power supply unit inside it in the kitchen. then, the mobile works again <end>",508
<start> A vending machine is spewing a ticket that looks like a CD <end>,4333
<start> A group of Asian men and women talking; some seated on chairs and others on the floor. <end>,2026
<start> Outside a young caucasian man in a white shirt with the flag on it joins two young women for a picture. <end>,5364
<start> Young man talking to him self on camera <end>,2155
"<start> In a store a young woman standing in a checkout aisle beckons to a young man with a shopping cart, and another young man kicks over the cart and throws something at him. <end>",3780
<start> Two white boys fight on a basketball court in a gym as others look on. <end>,3813
<start> A small hamster like animal lying on a blanket inside eating lettuce while being petted by someone <end>,4291
<start> A toddler inside a kitchen watches a brown-and-white dog take steps around him until the boy stumbles backward and sits down in the dog's big water dish. <end>,5368
<start> Kitten licks other kitten's head then bites its face <end>,1989
"<start> A few soccer players, one wearing headphones. walk onto an empty field for no apparent reason <end>",3180
<start> A woman seated in a wooden chair yells at a man <end>,3816
<start> Three young females sitting at a table inside each of them cuddle with several puppies. <end>,4011
<start> A man wrapped in plastic and bubble wrap runs from kitchen to a hallway where he falls down <end>,3626
<start> an athlete raises an other athlete in the air two times in a sports hall <end>,1397
"<start> In a gym, a man runs and jumps onto tall stack of exercise benches, he stands and then falls when the stack collapses <end>",4052
<start> a red and blue bird flew into the water to catch a worm <end>,2549
"<start> Two Asian girls in white dresses sit on one chair, when one of the girls bumps the other off <end>",3790
"<start> A group of Asian people standing in a circle, holding hands and cheering. <end>",4811
"<start> A black dog appears to be licking his paw, but, when it is removed from his mouth it is three fingers instead. <end>",4368
"<start> A chemical fluid is lit with a flame, but explodes in its container. <end>",4831
"<start> In front of a cell block, in a prison yard, a cowboy covered in dirt, walks away crying and collapses on the ground. <end>",3751
"<start> A man in a car riding and singing, <end>",2295
<start> An athlete sitting on a bench flips a bottle and it lands neck down. <end>,5119
<start> Woman in military style costume emotes before sinking down and being caught by blond haired women performing in civilian clothes. <end>,4358
<start> Radio celebrity telling staff what to do and their reactions. <end>,3307
"<start> TV outdoor interview of a child in LA, with him answering questions and starting to cry. <end>",3279
"<start> Young woman gives a thumbs up motion, then sips her drink through a straw. <end>",4107
<start> A couple is in London eating in a restaurant and someone from the next table reaches over to their table and takes two pieces of food. <end>,4205
<start> A young Asian girl in the uniform of a school pulls a card with writing on it from a purple box and holds it up for her surrounding female classmates to see and clap for. <end>,5031
<start> A man sneezes and scares a group of deer on the other side of a window enjoying a drink of water. <end>,2902
<start> Something comes alive on a table. <end>,2413
<start> persons talk to each other indoors <end>,1599
<start> A young man wearing a sweat shirt and black shorts is dancing and a young girl wearing a red tee shirt walks in front of him drinking from a red cup and the young man hits her in the head with his hand. <end>,5087
"<start> A black man, waking and smoking a cigarette, uttering negative comments about women. <end>",4992
"<start> A girl, wearing a striped top, is jumping , over a cloth stretched between chairs and falls to the floor, in a room. <end>",4712
"<start> An Asian girl in a white sweater, sitting on a green chair, rips a piece of paper in half and laughs. <end>",4830
"<start> A young toddler bursts through a bedroom door, yelling in glee at her sister, and hugging her. <end>",3700
<start> A young man is going into a burger king with a cardboard model of a woman. <end>,4143
<start> A person in blue shirt holds a bin of water and spills it on herself rather than the person standing in front of her <end>,3861
<start> Flip book 9stills to video) of a Western High School prom night showing a kissing couple. <end>,3319
<start> a woman drives her car behind a truck on a road and suddenly screams <end>,1502
"<start> On gym mats, girl with ponytail does backflip but lands on her face <end>",4130
<start> Two little African American boys are riding in the back of a car playing on a electronic device. <end>,5130
<start> a person playing with a soccer ball <end>,782
"<start> Two cats with laid-back ears flit their tails, stand on hind legs and pat several times at each other <end>",4548
<start> Outside at night a female entertainer is performing then falls down and then a whole stage colapses in front of an audience. <end>,5375
<start> A young white female wearing a red and white dress is dancing inside in front of a closet <end>,4643
"<start> Inside a room, a person in a blue and white shirt seems to be agitated by loud noise and falls over covering his ears. <end>",3621
<start> a basketball player scoring points in a dramatic manner <end>,3383
<start> Two people one in white and one in black are out on a field of green grass dancing around. <end>,5104
"<start> Schoolchildren sit outdoors on a dirt floor as another student in blue top and green pedal pushers points to words and numbers on a black board hanging on a tree, says them and the students echo him. <end>",5376
"<start> Two children on sleds go down snowy village street one after the other, followed by adult towing sled. <end>",2280
"<start> Two boys are throwing balls in the gym, one with blue shorts, and the other with white shorts. <end>",4276
<start> a man wearing winter clothes jumped on a trampoline full of frozen water <end>,3068
"<start> A seas side scene, in Antarctica, showing a large group of penguins on a beach, entering and exiting the water. <end>",5094
"<start> black man and white woman walk, escalators in back, flashes, person talks about cute baby <end>",2291
"<start> A Sung man, who is wearing a shirt with ted GILLIAM'S NUMBER, THROWS A BALL TO SOMETHING THAT IS TISSUE TO HIM. <end>",4038
<start> a boy falls down indoors <end>,1198
"<start> Three different pictures are shown and a rectangle with a picture of a thumb showing a ""thumb up"" is describing the picture. <end>",4326
<start> Four Asian men sit behind a standing man while a clock counter runs down to ten seconds <end>,3584
"<start> On a sunny day while riding in a car, a passenger in a green baseball hat and white shirt yells out the window. <end>",3710
"<start> A group of baseball [layers, wearing grey and blue, are standing in a circle, while one of them is laying an object on the ground, outdoors. <end>",4543
"<start> Line of stopped cars on road, boy on bike falls face down in puddle <end>",2351
<start> in a living room a woman in black and white shorts move their hip on a seat <end>,1539
<start> A young black soccer player in black jersey with the letter 1 writhes on the ground in pain clutching the ball after colliding with a white player in red and white uniform (number 19) in an outdoor soccer field. <end>,4960
<start> a man in a kitchen stands behind a chair <end>,534
"<start> On a dark street, a man ducks between the treads of an oncoming tank, only to be run down by a second tank. <end>",5233
<start> an animal lies under a cover and open its mouth wide at home <end>,413
"<start> On an airplane, a black man in sunglasses dozes against the shoulder of a middle aged white man in a blue plaid shirt. <end>",3622
"<start> Three guys and a girl, on a body of water in row boat, with them expressing need to go to land, when the girl breaks off an oar lock. <end>",4948
<start> multiple persons appear with different looks <end>,1721
"<start> a man speaks, screams and moves his hands and body in a football stadium <end>",881
<start> sun goes down outdoors <end>,391
<start> Asian girl with blonde hair wearing purple dress sits on a stage with seven other people <end>,4441
<start> An asian girl talking through a window to a young boy. <end>,2466
<start> Two men wearing black sleeveless shirts synchronize in dance to bass sounds. <end>,3888
<start> Three dogs trying to catch a stick. <end>,2302
<start> A teenage girl wearing a bow on her had is sitting and sharing junk food with a boy wearing black shirt and a black baseball shirt. <end>,4140
"<start> A young man, wearing a white shirt and blue pants, is playing in a puddle of water. <end>",4512
<start> Young man does pushups as rap plays in the background <end>,3135
<start> Four men in blue shirts and one in white are in a room and the two men at the table are arm wrestling. <end>,4925
"<start> On a stage, tattooed man wearing swim trunks boxes with person holding a rubber baton <end>",4678
"<start> Inside a room with a large fireplace, two men with green golfing jackets put one on another player. <end>",3711
<start> man touches his nose with a handkerchief in a tv show <end>,430
"<start> Little boy keeps trying to get onto sled, but someone keeps pulling it away and he falls on the snow <end>",2153
"<start> A made up, cow head, is moving along the music tempo. <end>",4491
"<start> Asian girl hits drums, then looks at wall to a picture of an older man playing drums <end>",3732
<start> Blonde woman speaks into tape recorder and gestures to nearby people <end>,4026
"<start> A girl climbs on a man's shoulders, then is draped in a cloth and they go down hall and startle a woman inside a room <end>",3997
<start> a woman gets scared by a man outside at daytime <end>,578
<start> Two white males dressed in suits are sitting at a table with drinks on it inside during a soccer game <end>,4298
"<start> At golf park, man behind putts ball forward for other person to hit with golf swing <end>",3946
"<start> On an urban street on a cloudy day, a red-shirted man flips a billboard for Quizno's standing on a traffic island at an intersection. <end>",5084
"<start> Outside, a woman wearing sunglasses is hanging inside a green bag with her head stuck out. <end>",4915
<start> asian man doing a grimace in a big room at daytime <end>,1182
"<start> A group of people, mostly dresses in blue, are set up for a group picture. <end>",4514
"<start> Inside a train, a man with a black and gray jacket on is asleep leaning on the doors and when they open, he falls out. <end>",5282
"<start> A man tosses a small blonde girl into the air and catches her foot in his stretched hand while she balances, and in one case, lifts her other foot <end>",4065
<start> Someone coming out of a building and walking straight through a glass panel. <end>,2234
<start> Young asian male sitting at a table at a indoor arena is picking graffiti out of a friends hair. <end>,4510
"<start> A group of people are at the beach and are throwing a young woman in the air, where she touches her toes and flares outward and they watch her as she comes down they catch her. <end>",4141
"<start> Group of several young Asian performers throws one of them into the air, catches him, and they all laugh. <end>",3495
"<start> A smiling young Asian woman comes up behind a young Asian man and puts her hands over his eyes, then he turns around. <end>",4899
<start> Man in suit at FIFA event staggers backward <end>,2327
<start> 2 persons are singing and playing guitar in a room <end>,678
<start> A set of two men appear in several clips. <end>,2890
<start> Woman in department store looks at photos of dancing self in her smart phone then proceeds to dance in aisle of department store. <end>,2299
<start> person drives a bulldozer on a building site at daytime <end>,1875
"<start> A cat licks it paw, and moves it by a finger touch, on a sofa. <end>",3494
"<start> A man wearing black coat, hugs a man with stripped shirt, that is crying, in a room. <end>",2777
<start> little boy starting to cry in the streets at daytime <end>,1299
"<start> A group of asian young men are standing in line, on stage, and cheering as if they had won an award, and the crowd cheers as well. <end>",4767
"<start> A young girl is on a living room sofa, trying to play a few chords on a guitar, when an older man jumps in front of her playing rock music on an electric guitar. <end>",5398
<start> 2 men smell something in a tv show <end>,1105
"<start> A young girl is feigning an announcement in a microphone, describing a man looking at his computer, which is showing her on screen. <end>",3707
"<start> A baby playing with a cell phone, dancing wearing a blue baseball cap backwards and diapers. <end>",4839
<start> a child singing while the mother is driving <end>,2271
"<start> Two black men, in a kitchen, are jiving, while one is dribbling a basketball and the other on the phone saying, 'show me the money'. <end>",5228
"<start> A male singer, on stage in a live performance, is singing to a woman in a chair who shows signs of embarrassment. <end>",3747
"<start> Outside, a black dog standing on a platform is barking at four rows of other dogs sitting at a larger platform. <end>",4983
<start> a group of seven men sitting on chairs throwing a ball at each other using only their head to hit the ball until one of them missed the ball falling on the floor and the others are celebrating <end>,2490
<start> Two young men are walking in the middle of a suburban street when they break into a hand slapping and body movement routine to celebrate the 'recovery' of something. <end>,3713
"<start> On a tile floor in a room with a rug and several baseballs on the floor a dog has a ball rolled to him and he doesn't catch it in his mouth and the ball rolls under him and some one sings ""when you try your best and you don't succeed"". <end>",3555
"<start> Astro game, outdoors, with center fielder missing an easy catch. <end>",2637
<start> Person takes picture of Trump with disposable camera <end>,2577
<start> One boy at a table picks up his cell phone and looks at it while another plays a xylophone. <end>,3570
<start> two chinese women speak and laugh in an outdoor place <end>,986
<start> a man is given food outdoors at daytime <end>,1057
<start> A group of young men are in a room and are trying to get a young man wearing sunglasses to peak. <end>,4474
<start> a mechanical digger in a garden knocks trees down <end>,1690
"<start> Protestors wearing mostly red outfits, are cheering in a crowd. <end>",4912
"<start> A group of seven young men, dresses with a grey suits, are jumping and dancing at a performance. <end>",4767
<start> A black athlete in a cafeteria doing a routine on camera and high-fiving with a white guy. <end>,3317
<start> a woman is making facial expressions <end>,829
"<start> A young man wearing a baseball cap, seems like he is walking on a horizontal way on ton a trunk of a tree., outdoors. <end>",4755
<start> five men singing in a car <end>,2499
<start> in a floor a fat red cat crushing himself through cat flap <end>,598
"<start> Inside a kitchen, an Asian man in a black t shirt puts his arm through a door panel. <end>",5067
<start> A tan striped tabby cat claws and bites a blue cloth that is moving around. <end>,5085
<start> Two people are singing on a stage one of them dressed in a military type jacket <end>,4358
<start> A bear is drinking water on the side of a curb outside. <end>,2321
<start> An African man in white t-shirt and black ball cap plays a gold colored clarinet in a room. <end>,5089
<start> in a classroom 2 chinese men play with the keyboard <end>,165
<start> 2 persons in costumes talks to each other indoors <end>,1179
"<start> A golfer shakes hands with people behind a fence, then lifts a club into the air as he walks onto the green <end>",3689
<start> man plays a game indoors <end>,1381
"<start> Two football players, whom appear to be college players, are dancing as a fun play. <end>",4108
"<start> Hispanic woman being interviewed, on stage, and arguing with MC. <end>",3184
<start> Young men dressed in black outfits walking out of a tunnel at an outdoor arena with fans cheering <end>,4223
"<start> On a night-time street, a man swallows a lit cigarette and blows smoke out his nose while people watch <end>",4036
"<start> Fan entrance, with a male ranting, about something, on entering a performance. <end>",3429
"<start> In an indoor gymnasium, a man in a yellow shirt attempts to put a ball in a basketball hoop standing on a blue trash can that falls over and he falls to the floor. <end>",3678
<start> It appears a young girl has one some type of award and her friends are clapping for her and she laughs and holds her hand to her face <end>,3898
"<start> Two asian women, dressed alike and on a set, do a pushing game, where one butts the other off a chair. <end>",3790
<start> woman kisses her fist in a tv show <end>,1530
<start> a man winks at the camera on a stage <end>,108
<start> a kitten smacks in a room <end>,699
<start> Two gulf balls run and one goes into the hole. <end>,2952
<start> Young black male wearing a backpack hallway talking to a roach <end>,4055
<start> a cat makes hump indoors at daytime <end>,750
<start> a man shows something <end>,663
<start> a white man speaks <end>,125
"<start> Woman with lots of cleavage gyrates her hips while behind her a man in a chair scatters twenty dollar bills, then she screams and runs <end>",4600
"<start> A singer, named Sophia is announced as a winner in a competition , in the arena. <end>",4289
<start> an asian woman wiggles with her arms <end>,635
<start> Young Asian woman makes popping sound with her mouth as she looks into the camera <end>,3063
<start> Gorilla in an inside cage banging on a door then climbing to the top <end>,3976
"<start> Large chipmunk burrowing, unfruitfully, against a wall. <end>",2261
"<start> A young black man dressed in a white tuxedo is singing or talking to an audience, <end>",4122
<start> volleyball players play on a volleyball field <end>,1172
<start> A young man is playing a guitar and a dog licks the drums and then starts hitting them with his paws in a specific rhythm. <end>,4498
"<start> A soccer game take place with a blue, and red teams, at the stadium. <end>",4328
"<start> During the day, three young men are outside at their driveway and are jumping around each other. <end>",4003
<start> A young male dressed in gray hoodie in a small room with a black cloth on the back wall is doing exercises. <end>,4273
"<start> A young man with black hair, wearing a maroon shirt and holding a smart phone, sits before a green cabinet and sings mournfully. <end>",5025
<start> A boxer gets hit by a boxer near the boxer ring. <end>,2467
<start> on a podium a blondie european woman clamor for joy <end>,471
"<start> In a large, indoor partially-filled stadium, young fans greet the orange sweat-shirted team as they enter the auditorium, with one young fan knocked over by an incoming player. <end>",4975
